Date,Symbol,Open,High,Low,Close,Volume,Open Interest,AI_Explanation,AI_Trend
20210429,FUT7,11815,11815,11815,11815,0,383,"The row was likely flagged for having a significant decrease in volume compared to the previous days, which may be valid if there was a market event influencing trading activity.","There was a notable decrease in price from the open to close on 20220418 with a significant increase in volume, suggesting potential selling pressure in FUT10 futures."
20210429,FUT8,43475,43485,43345,43500,666,361,"This row was likely flagged due to an increase in Volume compared to the previous days, which is suspicious and may require further investigation.","The price of FUT10 fluctuated throughout the week, with a significant increase in volume on the fourth day of trading."
20210429,FUT9,1520,1615,1495,1495,968,493,"The most likely reason why this row was flagged by the auto quality check is the decrease in Open Interest from 409 to 391, which may be considered suspicious and warrant further investigation.","The price of FUT10 experienced a significant increase on 20220420 before stabilizing and then dropping slightly by the end of the week, with volumes fluctuating throughout the period."
20210429,FUT10,1,1,1,1,1141,353,"The row was flagged due to a significant increase in volume compared to the context data, which is suspicious and may require further investigation for validity.","The price of FUT10 fluctuated throughout the week, with a significant increase in volume on April 21st."
20210430,FUT1,43500,43500,43500,43500,985,458,"This row was flagged due to a significant decrease in Close compared to the previous days, which is suspicious and may indicate a data quality issue.","The price of FUT10 experienced a downward trend throughout the week, with a noticeable decrease in volume on the last day."
20210430,FUT2,35470,35575,35360,35415,1251,600,"The row was flagged by auto quality checks likely due to the significant decrease in Open Interest from 687 to 377, making it a suspicious data point that may require further investigation.","Over the week, the price of FUT10 experienced a downward trend with a significant increase in volume on April 29th."
20210430,FUT3,12330,12425,12280,12335,679,615,"This row was flagged by the auto quality check likely due to a discrepancy between the reported Open Interest of 496 and the Volume of 950, which may be considered suspicious.",The FUT10 symbol experienced a price increase from 3355 to 3410 over the week with a significant spike in volume to 950 contracts traded.
20210430,FUT4,20230,20275,20200,20215,1059,496,"This row was likely flagged for an unusually high increase in Open Interest compared to the previous day, which could be considered suspicious and may warrant further investigation.","The price of FUT10 fluctuated within a tight range throughout the week, with a significant increase in volume on May 3rd compared to the previous day."
20210430,FUT5,23070,23185,23050,23080,1112,377,"The row was flagged due to a significant and sudden increase in the Open price, which is likely a data error and suspicious.","There was a significant spike in trading volume on 20220503 for symbol FUT10, despite only a minimal change in closing price."
20210430,FUT6,28545,28665,28535,28475,945,410,"The row was flagged because the Open Interest value is significantly lower compared to the previous days, which is likely suspicious and may indicate potential data entry errors or anomalies.","The symbol FUT10 showed a significant increase in volume on May 3rd, with the price remaining relatively stable throughout the week."
20210430,FUT7,11870,11950,11865,11865,1119,393,"The row was flagged for a potential discrepancy in Open Interest compared to recent days, which is likely valid due to the significant decrease from the previous day.","The price of FUT10 remained relatively stable throughout the week, with a slight increase in volume on May 3rd."
20210430,FUT8,43450,43500,43385,43390,918,569,"The row was flagged because the 'Open', 'High', 'Low', and 'Close' values are unusually low at 4, which is suspicious given the previous week's data showing higher values, indicating a potential data entry error.","There was a significant drop in price and volume on 20220509 for symbol FUT10, potentially indicating irregular market activity."
20210430,FUT9,1495,1505,1425,1480,721,365,"The row was likely flagged due to a significant decrease in the Open price compared to the previous days, which is suspicious and may warrant further investigation.",There is a significant increase in trading volume on 20220510 compared to the rest of the week for symbol FUT10.
20210430,FUT10,100,100,100,100,541,570,"The row was flagged likely due to a significant increase in the High price compared to the past week's data, which is suspicious and may require further investigation for validity.","There is a significant increase in volume on 20220510 compared to the rest of the week for symbol FUT10, with the highest volume of 91300."
20210503,FUT1,43500,43500,43480,43500,1101,517,"This row was flagged due to the significant decrease in Open Interest from 20220511 to 20220512, which is suspicious and may indicate data quality issues.","Over the week, there was a significant increase in volume on 20220510 compared to previous days, with the price remaining relatively stable."
20210503,FUT2,35435,35465,35380,35460,619,459,"This row was flagged due to a significant decrease in Open Interest from the previous day, which is valid as it may indicate a change in market participants' positions or interest in the commodity futures for crypto.",There was a significant increase in volume on 20220510 compared to the rest of the week for symbol FUT10 with a price stability around the $100 mark.
20210503,FUT3,12260,12275,12070,12290,55100,602,"This row was flagged due to the unusually high 'High' value compared to the rest of the context data, making it suspicious and requiring further investigation for validity.","There was a significant spike in volume on May 10th with 91,300 contracts traded, compared to the rest of the week which saw much lower volumes."
20210503,FUT4,20275,20330,20180,20210,1130,550,This row was likely flagged for having a significant increase in Open Interest compared to the previous day but is probably valid given the contextual data.,"The price of FUT10 experienced a significant increase from $100 to $175 on May 11th, with a decrease in volume compared to the rest of the week."
20210503,FUT5,23020,23030,22860,22980,0,553,"The row was flagged due to a significant decrease in Open Interest from the previous day, which is suspicious and may require further investigation.","The price of FUT10 fluctuated significantly, with a sharp decrease in volume on 20220512."
20210503,FUT6,28460,28555,28370,28400,1023,597,"This row was flagged due to a significant increase in volume compared to the previous days, making it suspicious and likely valid as it indicates a sudden surge in trading activity for the FUT10 commodity futures for crypto.","The price of FUT10 showed significant volatility, with a sudden spike in volume on the last day of the week."
20210503,FUT7,11860,11945,11855,11740,1058,539,"This row was flagged for having a significant increase in Open and High prices compared to the previous days, which may be valid due to a potential market shift in commodities futures for crypto.","There was a significant increase in both price and volume on 20220519 for symbol FUT10, followed by a sharp drop in volume on 20220520 despite price fluctuations."
20210503,FUT8,14360,14360,14360,14360,0,506,"This row was likely flagged due to a significant increase in Volume compared to the previous days, which could be considered suspicious and may warrant further investigation.","There is a significant spike in trading volume on 20220519 for symbol FUT10, with the price closing at 255, indicating potential increased market interest and activity."
20210503,FUT9,1480,1480,1480,1480,785,232,"This row was flagged because there is an extremely high discrepancy between the open, high, low, and close prices, which is likely suspicious given the consistent values from the previous days.","There was a significant increase in price from 105 to 380 between May 17th and May 20th, with a peak volume of 99,300 on May 19th."
20210503,FUT10,100,100,100,100,844,364,"The row was flagged due to the sudden decrease in closing price compared to the previous day, which is likely valid as it could be a result of market fluctuations.","The symbol FUT10 showed a significant price increase from 18th to 19th May with a spike in volume, followed by a decrease in price and volume on 20th May. On 24th May, the symbol experienced unusual price stability with no volume traded, leading to a slight decrease in price on 25th May despite high open interest."
20210504,FUT1,43500,43500,43500,43500,607,468,"This row was flagged by the auto quality check most likely due to the significant increase in volume compared to the previous days, which could be valid given the consistency in the other data points for the symbol.","There is a significant drop in volume on 20220520 and 20220524, possibly indicating decreased trading activity or interest in the symbol."
20210504,FUT2,35505,35565,35440,35520,1046,555,"This row was flagged due to a significant decrease in Open Interest compared to the previous days, which may be considered suspicious.","There was a significant spike in volume on 20220526 compared to the rest of the week for symbol FUT10, despite prices remaining relatively stable."
20210504,FUT3,12345,12370,12340,12360,1050,457,"This row was flagged for having a significantly higher volume compared to the previous days, which appears suspicious and may require further investigation for validity.",There was a significant increase in volume on 20220530 compared to the rest of the week for symbol FUT10.
20210504,FUT4,20255,20425,20105,20190,1240,537,"The row was flagged because the Open Interest significantly decreased from the previous day, which is suspicious and may require further investigation.","The price of FUT10 fluctuated over the week, with a notable increase in volume on the last trading day."
20210504,FUT5,22975,22980,22950,22940,1022,525,"This row was flagged by quality checks for potential data duplication as it matches exactly with the context rows, making it suspicious.",The price of FUT10 remained relatively stable with low volatility and moderate volume throughout the week.
20210504,FUT6,28440,28545,28315,28410,992,367,"This row was likely flagged due to a significant increase in Open Interest from the previous day, which is suspicious and may warrant further investigation for validity.","The price of symbol FUT10 showed a steady increase over the week, with both higher highs and higher lows alongside a decline in trading volume."
20210504,FUT7,11780,11850,11715,11780,1092,378,"The row was flagged for having a decrease in Open Interest compared to the previous day, which is suspicious as open interest typically increases with market activity.","Over the past week, the price of FUT10 steadily increased while volume fluctuated, reaching a new high on the last day."
20210504,FUT8,14380,14390,14370,14335,1091,454,"This row was flagged due to a discrepancy in the Open Interest value compared to the previous days, which may be suspicious and requires further investigation.",The price of FUT10 steadily increased throughout the week with above-average volume on June 2nd.
20210504,FUT9,1475,1505,1435,1505,1071,643,"This row was flagged due to the abnormally high Open Interest compared to the previous days, which is suspicious and may require further investigation.","Over the past week, the price of FUT10 has been steadily increasing with above-average volume trading on June 7th."
20210504,FUT10,100,100,100,140,1081,638,"The row was flagged for having a significant decrease in Open Interest compared to the previous days, which may be suspicious and require further investigation.","The price of FUT10 steadily increased throughout the week, with a noticeable spike in volume on June 7th."
20210505,FUT1,43500,43500,43425,43500,1035,559,"The row was flagged due to the decrease in Open Interest, which is suspicious since it does not align with the overall trend of increasing Open Interest over the past week.",The price of FUT10 futures steadily increased throughout the week with a slight decrease in volume towards the end.
20210505,FUT2,35535,35690,35495,35595,1070,358,"The row was flagged for having a significant decrease in Open Interest compared to the previous days, which is suspicious and may indicate a potential issue with the data quality.","Overall, the price of FUT10 remained relatively stable with a slight upward trend throughout the week, while the volume spiked on June 7th before gradually declining towards the end of the period."
20210505,FUT3,12330,12425,12145,12415,1219,573,"This row was likely flagged for having a decrease in Open Interest compared to the previous days, which is suspicious and may warrant further investigation.","The symbol FUT10 experienced a gradual increase in price from June 6 to June 9, followed by a slight decrease in price on June 10 and June 13, with a peak in volume on June 10."
20210505,FUT4,20165,20170,20150,20175,866,355,"This row was flagged because the Open Interest decreased significantly compared to the previous days, which is likely suspicious and requires further investigation.","The price of FUT10 showed a general downward trend over the week, with higher volumes on days when the price decreased."
20210505,FUT5,22865,22870,22805,22880,910,508,"The row was flagged for having a decrease in Open Interest compared to the previous days, which is likely suspicious and may require further investigation.","The price of FUT10 experienced a slight downtrend over the week, with higher volumes on days when the price decreased."
20210505,FUT6,28370,28580,28335,28345,714,434,"This row was likely flagged for quality check due to the significant drop in Open Interest from the previous day, making it suspicious and possibly requiring further investigation.","The price of FUT10 showed a gradual decline over the week, with volume peaking on 20220610."
20210505,FUT7,11750,11760,11620,11750,1135,564,"This row was flagged due to a decrease in Open Interest, which is likely valid given the gradual decrease over the past week.","The price of FUT10 experienced a slight decline over the week, with decreasing volume and open interest."
20210505,FUT8,14350,14395,14345,14315,1305,541,"This row was flagged by the auto quality check due to a decrease in Open Interest from the average of the past week, which is likely valid.",The symbol FUT10 experienced a gradual decrease in volume throughout the week while maintaining relatively stable prices.
20210505,FUT9,1495,1520,1480,1575,1385,567,"This row was likely flagged due to a significant decrease in Open Interest compared to the previous days, making it suspicious and requiring further investigation.","Over the past week, there has been a general downward trend in the price of FUT10 with decreasing volume, suggesting a potential bearish sentiment in the market."
20210505,FUT10,160,260,135,150,885,531,"This row was flagged due to a decrease in Open Interest compared to the previous day, which is suspicious and may require further investigation.","Over the past week, the price of FUT10 futures fluctuated within a relatively tight range while the volume varied, with a notable spike on 20220621."
20210506,FUT1,43500,43500,43460,43500,1327,587,"This row was flagged by the quality check due to a slight decrease in Open Interest from the previous day, which may be suspicious and worth investigating further.","The price of FUT10 showed volatility throughout the week, with the highest volume and open interest on 20220621 despite closing lower than the previous day."
20210506,FUT2,35610,35635,35480,35655,901,554,"The row was likely flagged due to a decrease in Open Interest from the previous day, which may be suspicious.","There was a noticeable decrease in price and volume on June 21st, followed by a slight rebound in both on June 22nd with a decrease in open interest."
20210506,FUT3,12405,12415,12370,12450,979,469,"This row was flagged by the quality checks most likely due to a sudden increase in volume compared to the previous days, which is suspicious and may require further investigation for validity.","Over the course of this week, the price of FUT10 fluctuated within a relatively narrow range, with notable increases in trading volume on June 21st and June 27th."
20210506,FUT4,20215,20305,20170,20210,1244,429,"The row was flagged due to a significant decrease in volume compared to the previous day, which is suspicious and may require further investigation for validity.","Over this week, the price of FUT10 remained relatively stable within a narrow range, with a slight increase in volume towards the end of the period."
20210506,FUT5,3,3,3,3,871,503,"This row was flagged because the 'Open', 'High', 'Low', and 'Close' values are all 1, which is unusual compared to the previous week's data, making it suspicious.","The price of FUT10 exhibited a slight downward trend from 20220622 to 20220629, dropping from 25020 to 1, with a significant increase in volume on 20220629."
20210506,FUT6,28330,28360,28215,28500,1124,356,"The row was likely flagged due to a significant decrease in the 'Open' price from the previous day, which is suspicious and may require further investigation.","The price and volume for symbol FUT10 remained relatively stable throughout the week, except for a significant drop in price and unusual trading activity on June 29th and 30th."
20210506,FUT7,11710,11715,11620,11690,1159,522,"The row was flagged because the volume for FUT10 futures is abnormally low, possibly indicating a lack of trading activity, making it a valid flag for further investigation.","The symbol FUT10 traded at a constant price of 135 with no volume throughout the week, indicating limited activity in this particular futures contract."
20210506,FUT8,14310,14315,14170,14335,112800,585,"This row was likely flagged because the Open and Close prices are significantly different, which may indicate data entry errors or potential market manipulation, making it suspicious.","The price of FUT10 experienced a significant spike on July 4th, reaching a high of 155 with a volume of 785 contracts traded, indicating a potential anomaly or unusual trend in trading activity."
20210506,FUT9,1575,1575,1575,1575,938,573,"The row was flagged due to a significant discrepancy in the High price compared to the previous and following days, suggesting a potential data error that is likely suspicious.","There was a significant price volatility and increase in volume on July 4th for symbol FUT10, with the price ranging from 100 to 155 and volume reaching 785, compared to the rest of the week."
20210506,FUT10,170,210,115,160,911,615,"This row was flagged due to a significant increase in volume from the previous days, making it suspicious and likely invalid.","The price of FUT10 fluctuated significantly over the week, with a high of 240 and a low of 100, while volume showed irregular spikes and drops."
20210507,FUT1,43500,43500,43500,43500,1574,476,"The row was flagged due to a significant drop in Open, High, Low, and Close prices compared to the previous days, potentially indicating data entry error, but could be valid if there was a market event affecting prices.","The symbol FUT10 experienced a significant price volatility with the price ranging from 4 to 240 over the week, coupled with erratic volume fluctuations."
20210507,FUT2,35665,35770,35505,35695,737,341,"The row was flagged because of a sharp increase in volume compared to the previous days, indicating a potential anomaly that may warrant further investigation.",The symbol FUT10 experienced a significant increase in volume on 20220707 but had a consistent closing price of 100 throughout the week.
20210507,FUT3,12455,12570,12390,12485,815,554,"This row was flagged by the quality check possibly due to the unusual spike in the closing price compared to the previous days, which may be suspicious and warrant further investigation.","The symbol 'FUT10' experienced a wide range of price fluctuations and a significant increase in trading volume on July 6th, with the open price starting at 145 and closing at 135 with a volume of 988 contracts."
20210507,FUT4,20175,20285,20175,20125,1149,388,"The most likely reason this row was flagged by the auto quality check is the significant decrease in Open Interest from the previous day, which is suspicious and may warrant further investigation.","The price of FUT10 experienced significant fluctuations between 20220705 and 20220712, with a notable increase in volume on 20220708 and 20220712."
20210507,FUT5,1,1,1,1,907,547,"This row was flagged because the Open Interest is significantly lower compared to the previous days, making it suspicious and potentially invalid.","The price of FUT10 experienced a significant spike in both volume and price on 20220706, followed by a sharp decline in both on 20220707, indicating potential market manipulation or anomalies."
20210507,FUT6,28410,28445,28405,28385,695,527,"The row was flagged as the Close price is significantly lower than the Open, High, and Low prices, which is likely suspicious and may need further investigation.","There is a significant increase in both price and volume on 20220711, with the price reaching a high of 185 and volume of 1071 for symbol FUT10."
20210507,FUT7,11620,11645,11550,11585,1181,742,"The row was flagged due to a significant increase in Close price compared to the previous days, which is likely suspicious and should be investigated further.","The price of FUT10 experienced significant fluctuations throughout the week, with an unusual increase in volume on 20220712."
20210507,FUT8,14450,14540,14415,14495,1003,510,"The row was flagged because of the significant increase in Close price compared to the previous week, which is suspicious and warrants further investigation.","Over the past week, the price of FUT10 experienced significant volatility, with a low of 100 and a high of 255, while the volume fluctuated from 676 to 1244."
20210507,FUT9,1590,1725,1550,1670,121000,580,"The row was flagged due to a significant increase in the 'Open' and 'High' values compared to the previous days, which may be valid if there was a significant event or announcement impacting the commodities futures market for crypto.","The price of FUT10 fluctuated significantly over the week, with a sharp decrease in price followed by a quick recovery, accompanied by varying trading volumes."
20210507,FUT10,110,145,100,180,1161,729,"The row was flagged due to a significant increase in the High price compared to previous days, potentially indicating a data anomaly, but it is likely valid given the trending nature of commodities futures.","The price of FUT10 had significant fluctuations throughout the week, with prices jumping from 100 to 255 before settling around 330, accompanied by varying volume levels."
20210510,FUT1,43500,43500,43455,43455,728,566,"The row was flagged due to a significant increase in volume, which is likely valid given the substantial spike in trading activity compared to the previous days.",The symbol FUT10 experienced a significant increase in price and volume on 20220721 compared to the rest of the week.
20210510,FUT2,35735,35815,35690,35720,801,424,"The row was flagged because of a significant decrease in Open Interest from 500 to 417 in just one day, which is suspicious and may indicate a data error.","Over the past week, there was a significant increase in trading volume on July 21st for symbol FUT10, despite a drop in closing price from the previous day."
20210510,FUT3,12515,12550,12475,12475,708,534,"The row was flagged for having a Close price significantly lower than the Open, High, and Low prices, which is suspicious and likely invalid.","The price of FUT10 experienced a significant spike on 20220721 with a closing price of 425, while the volume also surged to 87000 contracts traded."
20210510,FUT4,20080,20115,20070,20080,1092,491,"This row was likely flagged due to the large decrease in Open Interest compared to the previous days, making it suspicious and potentially indicating data quality issues.","The price of FUT10 saw significant volatility, with a sharp increase in volume on 20220721 compared to the rest of the week."
20210510,FUT5,100,100,100,100,1157,430,"This row was flagged due to a sudden decrease in Open Interest compared to the previous days, which makes it suspicious and likely invalid.","The price of FUT10 experienced large fluctuations throughout the week, with a significant increase in volume on the second day."
20210510,FUT6,28395,28430,28260,28440,946,464,"The row was flagged for having an unusually high volume compared to the previous days, potentially indicating a data entry error, but it is likely valid as the volume is within a reasonable range.",The symbol FUT10 experienced a significant decrease in price and volume on 20220725 before rebounding with higher volume on 20220728.
20210510,FUT7,11510,11535,11420,11475,829,527,"This row was flagged due to a significant increase in Volume compared to the context data, making it suspicious for potential data error or anomaly.","The symbol FUT10 experienced a significant increase in volume on July 29th compared to the rest of the week, with a closing price that did not follow the same upward trend."
20210510,FUT8,14465,14515,14410,14495,0,445,"The most likely reason this row was flagged by the auto quality check is due to the significant difference between the Open and High prices, making it suspicious and potentially invalid.","The price of FUT10 experienced a significant increase from the previous week, reaching a high of 560, with relatively high volume compared to the open interest."
20210510,FUT9,1670,1675,1635,1605,1129,595,"This row was flagged due to a significant decrease in Close price compared to the previous day, which is probably valid given the overall market volatility in commodities futures for crypto.","The price of FUT10 dropped significantly from 515 to 450 between August 1st and August 2nd, despite a slight decrease in volume."
20210510,FUT10,245,350,180,230,1054,375,"The row was flagged due to a significant anomaly in the High price compared to the previous days, suggesting a potential data error, making it suspicious.","The price of FUT10 fluctuated significantly, reaching a high of 640 on 20220803, but closing lower at 405 with relatively high volume."
20210511,FUT1,43440,43450,43375,43375,842,673,"This row was flagged because the Open Interest value of 382 is significantly lower than the previous days, which could indicate a data quality issue. It is suspicious and may require further investigation.","The price of FUT10 experienced significant volatility throughout the week, with a wide range between the high and low prices, while the volume spiked on the fourth day."
20210511,FUT2,35685,35695,35590,35655,965,639,"This row was flagged by the auto quality check most likely due to the decrease in Open Interest from 382 to 448, which could be considered suspicious and may warrant further investigation.","Over the past week, the price of FUT10 experienced significant volatility with a decrease in price from 515 to 420 accompanied by a notable increase in trading volume from 785 to 977."
20210511,FUT3,12450,12525,12365,12425,712,478,"The row was flagged due to a significant decrease in the Open price compared to the previous days, which may be valid due to market volatility or suspicious depending on additional information.","The price of FUT10 showed high volatility with a significant decrease in closing price from 515 to 450 on 20220802, followed by a sharp increase in volume on 20220808."
20210511,FUT4,19995,19995,19985,20040,862,423,"This row was flagged because the Close price is lower than the Low price, which is likely a data quality issue and suspicious.","The symbol FUT10 experienced a significant drop in price and increase in volume on August 3rd, followed by a rebound in price on August 8th."
20210511,FUT5,100,155,100,100,1010,554,"This row was likely flagged due to the discrepancy between the Close price of 435 and the High price of 515, indicating a potential data entry error, making it suspicious.","Over the one-week period, the price of FUT10 showed volatility with a decrease in closing price from 405 to 435, while the volume traded remained relatively stable around 900-1300 range."
20210511,FUT6,28425,28495,28400,28425,1338,607,"This row was flagged for a potential anomaly in Open Interest, as it has significantly increased compared to the previous days, which may be considered suspicious and warrant further investigation.","The price of the FUT10 symbol experienced significant volatility throughout the week, with a wide range between the high and low values."
20210511,FUT7,11505,11635,11465,11525,1027,557,"This row was likely flagged due to a significant increase in Open, High, Low, Close, and Volume values compared to the previous days, making it suspicious and potentially invalid.","There was a significant price increase on 20220812 for symbol FUT10, with the price jumping from 3250 to 4550."
20210511,FUT8,14460,14458,14345,14395,1221,581,"The row was flagged due to a significant increase in Open Interest compared to the previous days, which is suspicious and may be invalid.","The price of FUT10 experienced a significant increase in volatility and volume on 20220812, with the highest price and volume traded during the week."
20210511,FUT9,1580,1610,1560,1615,1133,500,"The row was flagged due to a significant drop in Close value compared to the previous day, it is suspicious and may warrant further investigation.","The price of FUT10 experienced significant volatility over the week, with a drastic drop on 20220812 followed by a slight recovery by 20220816, while the volume remained relatively stable throughout."
20210511,FUT10,205,275,140,125,1072,529,"This row was likely flagged due to a sudden increase in Open Interest compared to the past week, which is suspicious and may require further investigation.","The price of FUT10 fluctuated significantly throughout the week with a peak on 20220812 and a low on 20220816, while volume remained relatively high across the week."
20210512,FUT1,43410,43475,43395,43430,987,386,"This row was flagged due to a significant decrease in Open Interest compared to the CONTEXT data, which is suspicious and may indicate an anomaly or data error.","The price of FUT10 fluctuated significantly throughout the week, with the highest high and lowest low occurring on 20220811 and 20220812 respectively, while volume peaked on 20220817."
20210512,FUT2,35710,35770,35700,35715,1016,642,"The row was flagged due to a significant decrease in Open Interest from 653 on 20220817 to 589 on 20220819, potentially suspicious as it is a relatively large change in a short period of time.","The price of FUT10 experienced a slight decrease from the beginning to the end of the week, with the highest volume traded on the last day."
20210512,FUT3,12485,12485,12390,12475,1093,600,"The row was flagged due to a significant increase in Volume compared to the previous days, which is likely suspicious and may require further investigation.","The price of FUT10 experienced a significant increase in volume on 20220822, with a high of 4640 and low of 4435."
20210512,FUT4,20085,20315,19995,20110,868,365,"The row was flagged due to a significant increase in Volume compared to the previous days, making it suspicious and potentially invalid.","The volume experienced a significant spike on 20220822, reaching 109,700 in comparison to the rest of the week, indicating a potential anomaly or increased interest in trading activity for symbol FUT10."
20210512,FUT5,100,200,100,100,1262,364,"This row was flagged for an unusually high Volume value compared to the previous days, potentially indicating an outlier or data quality issue, making it suspicious.","There was a significant spike in volume on 20220822 for symbol FUT10, reaching 109700, compared to the rest of the week."
20210512,FUT6,28370,28430,28275,28330,624,588,"The row was flagged for having unusually low values for 'Open', 'High', 'Low', and 'Close', which is likely suspicious given the sudden drop from the previous week's values.","The commodity futures contract for symbol FUT10 experienced a significant spike in volume on August 22nd, with the highest volume of 109,700 contracts traded, potentially indicating increased interest or activity in this market."
20210512,FUT7,11590,11590,11580,11555,1084,477,"This row was flagged due to a significant decrease in the Open price compared to the previous day, which is likely suspicious given the stable nature of the commodity futures market.","The price of FUT10 showed significant volatility between August 22nd and August 24th, with a large increase in trading volume on August 22nd."
20210512,FUT8,14435,14470,14430,14405,1396,567,"This row was flagged by the QUALITY_CHECK due to a significant difference in the High value compared to the previous days, indicating a potential data error, making it suspicious.","There is a significant drop in price and volume on 20220825 for symbol FUT10, followed by a slight increase in volume on 20220829."
20210512,FUT9,1670,1795,1555,1720,1054,555,"This row was likely flagged due to a sudden decrease in open interest from 567 to 492, which is suspicious and may warrant further investigation for data accuracy.","The price of FUT10 remained stable around 100 over the week, with a spike in volume on 20220824."
20210512,FUT10,125,145,115,120,1097,436,"The row was flagged due to a significant decrease in the Volume value from the previous days, likely suspicious.","There was a significant drop in trading volume on August 31st for symbol FUT10, with zero reported volume for the day."
20210513,FUT1,43490,43500,43435,43420,885,515,"The row was flagged by the auto quality check for having an unusually large difference between the High and Low prices, which is likely valid given the similar values in the CONTEXT rows.","The price of FUT10 fluctuated significantly throughout the week, reaching a high of 230 and a low of 100, with a moderate increase in volume."
20210513,FUT2,35765,35749,35635,35820,1016,362,"The row was flagged because the Close price is significantly lower than the previous day's Low price, which may indicate data entry error or anomaly, making it suspicious.","The price of FUT10 decreased significantly from the previous day, while the trading volume saw a notable increase."
20210513,FUT3,12525,12640,12525,12535,1308,619,"This row was flagged by the quality check likely due to a significantly higher volume compared to the previous days, making it suspicious and possibly valid for further investigation.","The price of FUT10 showed significant volatility from September 1st to September 5th, with the volume steadily increasing each day."
20210513,FUT4,20050,20185,19955,19975,1144,269,"The row was flagged by the quality check for a potential discrepancy in open interest compared to the previous days, which is likely suspicious and may warrant further investigation.",The price of symbol FUT10 showed a steady increase throughout the week with higher volumes on September 5th.
20210513,FUT5,140,280,115,135,651,506,"The row was flagged by auto quality check most likely due to a significant increase in the high price compared to previous days, potentially suspicious.","The price of FUT10 saw a significant increase from 20220905 to 20220907, with prices jumping from 200 to 270, accompanied by a slight decrease in volume."
20210513,FUT6,28190,28235,28135,28290,1042,676,"The row was likely flagged due to the unusual increase in Open Interest compared to the previous days, which could be suspicious and may warrant further investigation.","There was a significant increase in both price and volume on 20220906, with the highest daily close and volume for the week."
20210513,FUT7,11590,11590,11585,11580,1024,474,"This row was flagged because the Open Interest of 718 on 20220909 is significantly higher than the previous context values, which could indicate an anomaly or error in the data. This is a suspicious data point.","The price of FUT10 futures saw a steady increase throughout the week, reaching a peak on September 9th, while the volume fluctuated but remained relatively stable."
20210513,FUT8,14390,14450,14380,14400,381,524,"The row was flagged by the quality check due to a significant spike in Volume from previous days, making it suspicious and likely invalid.","There was a significant spike in trading volume on 20220912 for symbol FUT10, with the price also reaching a new high and closing at 345."
20210513,FUT9,1725,1745,1575,1735,1004,402,"This row was flagged by the quality check due to a significant drop in Open Interest from the previous day, making it suspicious.","The volume for symbol FUT10 spiked significantly on 20220912, reaching 87300, which is unusually high compared to the rest of the week."
20210513,FUT10,100,105,100,100,760,468,"The row was flagged due to a discrepancy between the high and close prices, suggesting possible data error, as the close price is higher than the high price for the symbol 'FUT10', making it suspicious.","The price of FUT10 experienced significant volatility over the week, with a large increase in volume on 20220912 followed by a drop to zero volume on 20220914."
20210514,FUT1,43375,43425,43175,43380,1110,518,"The row was flagged because the Close price was higher than the Open price, which is unusual and may be suspicious given the historical context of this commodity futures symbol.","The volume on 20220912 spiked significantly to 87300 compared to the rest of the week, potentially indicating heightened interest and activity in the FUT10 symbol."
20210514,FUT2,35695,35755,35660,35630,871,500,"This row was likely flagged for having a significant decrease in Close price compared to previous days, making it suspicious.","The symbol FUT10 experienced a significant increase in volume on 20220912, coupled with a substantial price jump from 325 to 345."
20210514,FUT3,12550,12695,12445,12525,941,509,"This row was flagged because the open, high, low, and close prices are all the same, which is unusual and likely suspicious.","There was a significant drop in price and increase in volume on 20220916 for symbol FUT10, indicating possible bearish sentiment."
20210514,FUT4,19865,19870,19810,19855,1018,437,"This row was flagged because of a significant decrease in Open price, which is suspicious since it is a drastic change compared to the previous days' data and could indicate a potential data error or anomaly.",There is a significant drop in price and increase in volume on 20220916 for symbol FUT10.
20210514,FUT5,125,125,125,175,0,564,"This row was flagged by the auto quality check for the significant decrease in the 'Open' price from the previous day, which is suspicious and may warrant further investigation into potential data error or manipulation.","There was a significant decrease in price and spike in volume on 20220916 for symbol FUT10, indicating potential bearish sentiment."
20210514,FUT6,28320,28385,28310,28255,891,523,"This row was flagged because the close price is significantly lower than the open and high prices, possibly indicating an error or unusual trading activity that should be investigated further.","The symbol FUT10 experienced a significant drop in price from $320 to $200 on 20220916 with a spike in volume to 1472, followed by a period of stagnation with a closing price of $4 on 20220919 and a slight recovery to $135 on 20220922."
20210514,FUT7,116650,116700,115800,115950,800,398,"This row was flagged because the Close price is significantly lower than the Open, which may indicate a data-entry error, making it a suspicious entry.","There is a significant drop in price and increase in volume on 20220916, followed by a period of price stabilization with relatively low volume throughout the rest of the week for symbol FUT10."
20210514,FUT8,14405,14415,14380,14450,1137,623,"The row with an Open price of 145, High of 144, Low of 115, Close of 190, Volume of 788, and Open Interest of 537 was flagged by the auto quality check most likely due to a significant increase in Close price compared to the prior days, potentially indicating data error or manipulation.","The price and volume of FUT10 experienced significant fluctuations throughout the week, with a notable spike in volume on 20220923 despite a decrease in price."
20210514,FUT9,1720,1720,1675,1685,902,630,"The row was flagged because the High value of 290 on 20220927 is significantly higher than the previous days, it is likely valid given the fluctuations in commodities futures markets.","There is a significant increase in both price and volume on September 27th, with the price reaching a high of 290 and volume at 964."
