Date,Symbol,Open,High,Low,Close,Volume,Open Interest
20210531,FUT5,435,425,390,435,890,553
20210531,FUT6,43500,43500,43500,43500,906,545
20210531,FUT7,43500,43500,43500,43500,1207,367
20210531,FUT8,14615,14620,14590,14680,1105,381
20210531,FUT9,400,425,400,385,885,480
20210531,FUT10,100,185,100,105,998,278
20210601,FUT1,20865,20995,20810,20835,889,486
20210601,FUT2,35470,35520,35395,35480,1347,604
20210601,FUT3,12005,12125,11890,12030,1249,420
20210601,FUT4,19505,19655,19500,19565,1029,733
20210601,FUT5,480,600,470,465,950,551
20210601,FUT6,43500,43500,43375,43500,1228,501
20210601,FUT7,43450,43475,43410,43485,919,631
20210601,FUT8,14700,14785,14565,14660,1121,537
20210601,FUT9,440,505,315,415,904,383
20210601,FUT10,100,215,100,190,1228,546
20210602,FUT1,20865,20915,20860,20820,842,471
20210602,FUT2,35505,35565,35360,35545,1286,459
20210602,FUT3,11940,11955,11845,11995,1246,438
20210602,FUT4,19635,19690,19535,19700,939,529
20210602,FUT5,510,725,265,560,1130,572
20210602,FUT6,43495,43500,43455,43500,1171,465
20210602,FUT7,43435,43480,43340,43455,1235,436
20210602,FUT8,14560,14560,14530,14620,647,519
20210602,FUT9,355,520,315,335,966,441
20210602,FUT10,2050,2450,1850,1150,1082,451
20210603,FUT1,20770,20835,20680,20695,895,332
20210603,FUT2,35545,35600,35490,35500,629,478
20210603,FUT3,12000,12075,11870,11940,590,381
20210603,FUT4,19720,19815,19710,19775,1340,327
20210603,FUT5,565,660,555,615,578,519
20210603,FUT6,37160,37160,37160,37160,0,476
20210603,FUT7,43490,43500,43450,43460,675,471
20210603,FUT8,14630,14735,14605,14620,1297,447
20210603,FUT9,345,390,295,370,1251,374
20210603,FUT10,1200,1285,1085,1155,837,611
20210604,FUT1,20710,20730,20625,20715,517,336
20210604,FUT2,35490,35595,35390,35485,921,410
20210604,FUT3,11915,12035,11845,11875,1437,612
20210604,FUT4,19690,19825,19663,19660,1165,429
20210604,FUT5,490,630,430,530,975,594
20210604,FUT6,37135,37180,36985,37075,761,455
20210604,FUT7,43470,43500,43430,43395,1089,355
20210604,FUT8,14620,14620,14620,14620,1152,570
20210604,FUT9,395,540,416,415,1006,501
20210604,FUT10,1085,1105,1015,1120,1216,535
20210607,FUT1,20710,20790,20705,20675,1285,587
20210607,FUT2,35405,35435,35390,35350,725,457
20210607,FUT3,11880,11900,11650,11920,866,715
20210607,FUT4,19660,19660,19660,19660,1056,498
20210607,FUT5,465,630,460,500,1083,457
20210607,FUT6,37065,37105,37035,37045,768,452
20210607,FUT7,43340,43385,43275,43300,1179,528
20210607,FUT8,14625,14745,14550,14550,1199,422
20210607,FUT9,390,435,315,410,1227,463
20210607,FUT10,1205,1225,1170,1195,861,569
20210608,FUT1,20665,20680,20610,20725,945,542
20210608,FUT2,35320,35350,35265,35320,932,400
20210608,FUT3,12050,12165,11965,12120,1435,565
20210608,FUT4,19770,19870,19725,19775,1077,495
20210608,FUT5,470,490,465,435,925,477
20210608,FUT6,37015,37070,36830,37000,841,690
20210608,FUT7,43205,43245,43205,43180,1001,651
20210608,FUT8,14520,14685,14495,14515,949,469
20210608,FUT9,425,505,310,295,1097,664
20210608,FUT10,1195,1245,1005,1250,1204,435
20210609,FUT1,20750,20850,20715,20765,1090,466
20210609,FUT2,35250,35365,35215,35190,1342,340
20210609,FUT3,12065,12155,12010,12030,622,536
20210609,FUT4,4,4,4,4,1024,539
20210609,FUT5,475,525,410,510,849,515
20210609,FUT6,37000,37135,36815,37000,449,511
20210609,FUT7,43175,43220,43025,43180,109700,564
20210609,FUT8,14470,14615,14460,14480,873,448
20210609,FUT9,175,230,135,170,852,488
20210609,FUT10,1305,1450,1260,1320,762,495
20210610,FUT1,20735,20740,20680,20750,1008,460
20210610,FUT2,35185,35350,35150,35195,927,589
20210610,FUT3,4,4,4,4,873,352
20210610,FUT4,100,100,100,100,914,313
20210610,FUT5,550,630,475,560,1049,448
20210610,FUT6,37015,37040,36985,37030,968,595
20210610,FUT7,43255,43300,43150,43245,707,579
20210610,FUT8,14520,14520,14510,14480,852,425
20210610,FUT9,170,195,100,265,1106,507
20210610,FUT10,1295,1395,1240,1400,749,422
20210611,FUT1,20725,20780,20650,20685,1050,514
20210611,FUT2,35160,35165,35110,35210,1133,577
20210611,FUT3,100,100,100,100,854,348
20210611,FUT4,150,195,150,210,1034,449
20210611,FUT5,485,625,480,500,606,565
20210611,FUT6,36980,37010,36875,36995,761,451
20210611,FUT7,43155,43300,43125,43175,1113,517
20210611,FUT8,14560,14595,14515,14520,1044,412
20210611,FUT9,260,370,200,165,978,418
20210611,FUT10,1360,1353,1220,1375,952,364
20210614,FUT1,20690,20695,20620,20710,1150,620
20210614,FUT2,351900,352250,351050,352250,1078,556
20210614,FUT3,120,130,100,115,1154,494
20210614,FUT4,170,300,150,100,799,621
20210614,FUT5,480,595,430,500,936,523
20210614,FUT6,36945,37000,36885,36910,762,588
20210614,FUT7,43185,43240,43155,43195,473,417
20210614,FUT8,14505,14625,14450,14480,845,526
20210614,FUT9,100,135,100,100,1114,514
20210614,FUT10,1420,1555,1280,1405,974,692
20210615,FUT1,20735,20760,20700,20770,1225,413
20210615,FUT2,43500,43500,43500,43500,970,519
20210615,FUT3,100,165,100,100,1107,584
20210615,FUT4,105,125,100,100,1257,540
20210615,FUT5,540,524,525,545,1141,465
20210615,FUT6,36905,36905,36745,36845,873,501
20210615,FUT7,43255,43325,43235,43230,844,506
20210615,FUT8,14480,14480,14480,14480,912,466
20210615,FUT9,105,175,100,100,947,386
20210615,FUT10,1385,1425,1320,1365,758,480
20210616,FUT1,20800,20845,20760,20750,455,529
20210616,FUT2,43495,43500,43455,43500,1210,694
20210616,FUT3,100,100,100,100,980,486
20210616,FUT4,190,190,100,205,859,516
20210616,FUT5,555,600,568,560,894,471
20210616,FUT6,9125,9125,9125,9125,0,562
20210616,FUT7,43255,43280,43185,43265,885,518
20210616,FUT8,14475,14480,14395,14445,1013,443
20210616,FUT9,155,255,100,160,1164,460
20210616,FUT10,1365,1540,1230,1415,1126,471
20210617,FUT1,20825,20840,20780,20800,1079,578
20210617,FUT2,43400,43500,43320,43415,763,457
20210617,FUT3,100,100,100,100,712,661
20210617,FUT4,23245,23245,23245,23245,0,636
20210617,FUT5,650,650,620,645,1092,438
20210617,FUT6,9165,9170,9055,9135,862,696
20210617,FUT7,43170,43260,43140,43080,1151,525
20210617,FUT8,14525,14575,14435,14430,1443,540
20210617,FUT9,205,205,105,245,986,747
20210617,FUT10,29730,29730,29730,29730,0,397
20210618,FUT1,20800,20800,20800,20800,974,621
20210618,FUT2,43460,43500,43340,43470,0,466
20210618,FUT3,34285,34285,34285,34285,0,641
20210618,FUT4,23235,23250,23210,23275,816,498
20210618,FUT5,580,580,550,580,809,503
20210618,FUT6,9150,9290,9150,9190,1052,624
20210618,FUT7,43070,43135,42940,43030,822,473
20210618,FUT8,14425,14440,14230,14400,1376,709
20210618,FUT9,235,270,200,260,829,442
20210618,FUT10,29750,29775,29710,29780,725,501
20210621,FUT1,20890,20900,20855,20935,1111,547
20210621,FUT2,43500,43500,43380,43500,1318,643
20210621,FUT3,34285,34395,34310,34300,559,395
20210621,FUT4,23315,23360,23295,23355,1292,440
20210621,FUT5,645,745,620,645,1103,419
20210621,FUT6,9155,9285,9140,9150,1026,461
20210621,FUT7,43035,43040,42955,43070,1318,513
20210621,FUT8,14435,14475,14280,14410,1141,445
20210621,FUT9,235,365,210,165,1166,578
20210621,FUT10,29815,29895,29765,29725,1306,321
20210622,FUT1,20945,21055,20770,20940,816,342
20210622,FUT2,43500,43500,43445,43500,884,661
20210622,FUT3,34330,34350,34210,34260,1197,568
20210622,FUT4,23310,23390,23310,23370,1050,688
20210622,FUT5,655,730,570,595,1477,421
20210622,FUT6,9185,9325,9170,9165,1199,433
20210622,FUT7,43070,43070,43070,43070,758,380
20210622,FUT8,14325,14460,14160,14380,769,459
20210622,FUT9,110,205,100,165,1140,556
20210622,FUT10,29750,29825,29730,29745,1104,483
20210623,FUT1,20830,20870,20760,20845,740,584
20210623,FUT2,43480,43500,43405,43500,0,533
20210623,FUT3,34250,34260,34200,34190,1262,415
20210623,FUT4,23375,23490,23355,23370,1238,785
20210623,FUT5,685,880,560,680,1179,580
20210623,FUT6,9210,9220,9145,9260,1053,311
20210623,FUT7,43095,43130,43010,43090,1050,623
20210623,FUT8,14330,14400,14280,14345,1127,418
20210623,FUT9,120,220,100,100,1449,524
20210623,FUT10,29715,29715,29640,29725,968,522
20210624,FUT1,20825,20830,20715,20850,1226,616
20210624,FUT2,43500,43500,43490,43495,694,397
20210624,FUT3,34140,34175,34085,34155,1117,380
20210624,FUT4,23430,23480,23415,23425,1213,449
20210624,FUT5,730,770,700,705,1078,449
20210624,FUT6,9265,9330,9265,9280,1101,434
20210624,FUT7,43075,43210,42905,43170,1083,571
20210624,FUT8,14335,14395,14255,14260,1083,667
20210624,FUT9,4,4,4,4,1456,533
20210624,FUT10,29760,29800,29655,29710,1094,473
20210625,FUT1,20835,20920,20755,20840,852,618
20210625,FUT2,43415,43470,43350,43380,0,632
20210625,FUT3,34240,34310,34225,34295,1108,491
20210625,FUT4,23480,23595,23440,23470,634,399
20210625,FUT5,730,790,700,715,1081,541
20210625,FUT6,9255,9320,9230,9245,666,523
20210625,FUT7,43160,43275,43140,43140,1112,516
20210625,FUT8,14260,14260,14260,14260,805,545
20210625,FUT9,100,100,100,100,1087,426
20210625,FUT10,29740,29910,29610,29605,1103,378
20210628,FUT1,20800,20815,20795,20735,1277,472
20210628,FUT2,43325,43380,43285,43280,1322,789
20210628,FUT3,344200,344350,344000,344050,650,396
20210628,FUT4,23575,23580,23545,23600,1168,424
20210628,FUT5,715,855,590,700,929,313
20210628,FUT6,9260,9260,9240,9210,897,349
20210628,FUT7,43140,43140,43140,43140,791,536
20210628,FUT8,14355,14445,14310,14385,1001,599
20210628,FUT9,120,165,100,100,1065,533
20210628,FUT10,29615,29690,29595,29610,1190,572
20210629,FUT1,4,4,4,4,987,593
20210629,FUT2,43270,43268,43150,43275,889,301
20210629,FUT3,43500,43500,43500,43500,1321,421
20210629,FUT4,23580,23575,23575,23595,1241,528
20210629,FUT5,820,885,655,870,1007,715
20210629,FUT6,9210,9400,9160,9125,907,432
20210629,FUT7,43180,43185,43160,43200,1060,564
20210629,FUT8,14400,14400,14380,14400,824,373
20210629,FUT9,110,150,100,100,833,546
20210629,FUT10,29585,29610,29535,29600,1097,518
20210630,FUT1,100,100,100,100,854,535
20210630,FUT2,43320,43340,43300,43355,856,627
20210630,FUT3,87000,87000,87000,87000,828,446
20210630,FUT4,23670,23685,23585,23700,927,359
20210630,FUT5,810,840,775,930,878,546
20210630,FUT6,9240,9330,9230,9225,984,491
20210630,FUT7,43270,43275,43250,43325,777,758
20210630,FUT8,14460,14480,14390,14420,1145,591
20210630,FUT9,100,100,100,100,851,477
20210630,FUT10,29545,29640,29375,29535,1274,742
20210701,FUT1,120,175,100,110,912,578
20210701,FUT2,43350,43355,43305,43220,807,494
20210701,FUT3,43500,43500,43500,43500,1234,484
20210701,FUT4,23635,23655,23510,23630,1304,387
20210701,FUT5,910,1110,845,850,1033,424
20210701,FUT6,9190,9235,9160,9230,896,492
20210701,FUT7,43320,43450,43205,43315,1391,461
20210701,FUT8,2,2,2,2,1251,646
20210701,FUT9,100,175,100,100,1407,396
20210701,FUT10,29505,29535,29470,29535,903,432
20210702,FUT1,120,135,100,100,893,631
20210702,FUT2,43290,43330,43105,43275,704,573
20210702,FUT3,43430,43465,43400,43410,1366,490
20210702,FUT4,23645,23685,23535,23650,904,453
20210702,FUT5,855,935,850,760,0,445
20210702,FUT6,9170,9235,9153,9135,1358,560
20210702,FUT7,43360,43500,43340,43355,943,475
20210702,FUT8,2,2,2,2,1001,365
20210702,FUT9,100,100,100,100,1331,419
20210702,FUT10,29515,29565,29430,29615,905,605
20210705,FUT1,100,100,100,100,101700,367
20210705,FUT2,43265,43350,43225,43305,1129,539
20210705,FUT3,43405,43430,43305,43420,950,450
20210705,FUT4,23665,23760,23585,23645,1050,299
20210705,FUT5,730,755,730,770,974,701
20210705,FUT6,9110,9170,9090,9150,1190,573
20210705,FUT7,43290,43375,43240,43365,1388,491
20210705,FUT8,100,100,100,100,1213,445
20210705,FUT9,100,145,100,115,978,514
20210705,FUT10,29670,29720,29545,29735,1128,522
20210706,FUT1,130,240,100,100,1006,465
20210706,FUT2,43315,43440,43305,43350,767,362
20210706,FUT3,43415,43485,43335,43390,834,392
20210706,FUT4,23655,23720,23585,23580,1000,572
20210706,FUT5,775,865,610,785,896,554
20210706,FUT6,9115,9125,9005,9255,1435,521
20210706,FUT7,43310,43330,43225,43345,848,510
20210706,FUT8,115,220,100,100,831,417
20210706,FUT9,105,175,100,110,1051,585
20210706,FUT10,29715,29735,29700,29660,553,455
20210707,FUT1,100,150,100,115,1306,503
20210707,FUT2,43280,43365,43250,43285,830,395
20210707,FUT3,43425,43495,43330,43325,1143,504
20210707,FUT4,23505,23520,23275,23440,650,503
20210707,FUT5,850,870,805,990,1010,779
20210707,FUT6,9325,9370,9320,9335,809,358
20210707,FUT7,43340,43460,43335,43245,1076,483
20210707,FUT8,175,195,110,280,1149,500
20210707,FUT9,165,185,100,100,1027,519
20210707,FUT10,29670,29755,29535,29655,1317,244
20210708,FUT1,115,175,100,100,796,553
20210708,FUT2,43300,43475,43170,43300,1081,600
20210708,FUT3,43390,43445,43290,43340,922,528
20210708,FUT4,23485,23530,23460,23510,1344,515
20210708,FUT5,1020,1025,975,1015,841,448
20210708,FUT6,9365,9450,9355,9415,930,402
20210708,FUT7,43280,43355,43265,43230,809,644
20210708,FUT8,230,290,125,205,857,432
20210708,FUT9,1100,2450,1000,1550,1021,406
20210708,FUT10,29625,29700,29575,29615,1059,421
20210709,FUT1,100,100,100,100,924,529
20210709,FUT2,43300,43300,43300,43300,774,399
20210709,FUT3,43385,43405,43305,43365,1191,416
20210709,FUT4,23435,23450,23285,23410,989,665
20210709,FUT5,10400,11300,10350,10950,878,437
20210709,FUT6,9415,9500,9335,9335,1055,615
20210709,FUT7,43165,43190,43050,43145,1493,747
20210709,FUT8,245,365,105,345,1205,527
20210709,FUT9,1565,1620,1545,1555,977,549
20210709,FUT10,29655,29660,29620,29740,949,485
20210712,FUT1,100,100,100,100,1070,542
20210712,FUT2,43175,43255,43160,43240,637,634
20210712,FUT3,43425,43465,43360,43360,1225,355
20210712,FUT4,23455,23505,23380,23505,807,539
20210712,FUT5,10910,10970,10775,10945,892,543
20210712,FUT6,9375,9400,9300,9340,1236,656
20210712,FUT7,43170,43195,43105,43175,905,422
20210712,FUT8,340,375,275,350,702,305
20210712,FUT9,1480,1480,1445,1460,883,422
20210712,FUT10,29800,29865,29775,29930,816,438
20210713,FUT1,120,117,100,140,1092,477
20210713,FUT2,43220,43225,43215,43275,1126,544
20210713,FUT3,43400,43500,43345,43500,516,561
20210713,FUT4,23545,23580,23495,23450,990,606
20210713,FUT5,10990,11180,10850,10970,1198,464
20210713,FUT6,9365,9475,9170,9300,1361,457
20210713,FUT7,43195,43310,43190,43150,672,569
20210713,FUT8,380,460,365,360,0,478
20210713,FUT9,1560,1575,1440,1585,0,556
20210713,FUT10,29925,30045,29860,29970,1002,516
20210714,FUT1,115,125,100,100,107100,497
20210714,FUT2,43310,43390,43295,43230,1226,688
20210714,FUT3,43500,43500,43470,43500,1002,574
20210714,FUT4,23475,23525,23465,23495,700,397
20210714,FUT5,11465,11465,11465,11465,0,514
20210714,FUT6,9315,9325,9205,9350,1262,619
20210714,FUT7,43210,43225,43180,43235,1097,581
20210714,FUT8,335,420,320,360,1546,683
20210714,FUT9,1565,1610,1540,1535,1252,646
20210714,FUT10,30010,30025,29930,30015,1037,501
20210715,FUT1,130,180,100,185,936,500
20210715,FUT2,431700,432800,431600,431650,1154,697
20210715,FUT3,434450,434750,434450,434850,1103,659
20210715,FUT4,23550,23625,23540,23560,686,479
20210715,FUT5,11560,11565,11490,11530,1037,302
20210715,FUT6,9350,9395,9315,9350,1384,424
20210715,FUT7,43250,43370,43165,43310,1145,644
20210715,FUT8,395,440,390,400,816,602
20210715,FUT9,1510,1630,1435,1485,1079,460
20210715,FUT10,30010,30025,29990,29915,963,625
20210716,FUT1,180,280,170,180,774,357
20210716,FUT2,43500,43500,43500,43500,585,516
20210716,FUT3,43500,43500,43500,43500,1192,478
20210716,FUT4,23620,23665,23585,23555,736,617
20210716,FUT5,11475,11580,11230,11465,1143,412
20210716,FUT6,9255,9270,9153,9150,955,446
20210716,FUT7,43370,43366,43355,43250,807,431
20210716,FUT8,440,490,360,450,768,427
20210716,FUT9,1460,1505,1295,1480,1311,601
20210716,FUT10,29945,29990,29885,29940,890,528
20210719,FUT1,175,200,160,190,910,208
20210719,FUT2,43500,43500,43475,43465,1072,490
20210719,FUT3,43495,43500,43490,43455,801,574
20210719,FUT4,23590,23610,23545,23535,0,583
20210719,FUT5,11550,11575,11485,11560,930,516
20210719,FUT6,91550,92850,91200,91150,865,519
20210719,FUT7,43225,43230,43180,43205,1278,401
20210719,FUT8,405,465,320,330,1293,543
20210719,FUT9,1465,1480,1395,1395,1109,579
20210719,FUT10,29920,29985,29875,29880,515,492
20210720,FUT1,200,215,165,195,832,670
20210720,FUT2,43360,43395,43235,43435,1197,406
20210720,FUT3,43410,43470,43385,43365,760,497
20210720,FUT4,23510,23540,23350,23500,1007,568
20210720,FUT5,11545,11555,11520,11475,1146,462
20210720,FUT6,43500,43500,43500,43500,861,557
20210720,FUT7,43315,43420,43245,43370,1082,636
20210720,FUT8,465,520,450,515,1138,422
20210720,FUT9,1390,1450,1345,1390,1018,533
20210720,FUT10,29915,29945,29910,29895,743,474
20210721,FUT1,225,250,220,155,955,548
20210721,FUT2,43500,43500,43420,43500,945,668
20210721,FUT3,43420,43430,43390,43430,973,518
20210721,FUT4,23470,23605,23445,23500,1056,491
20210721,FUT5,11395,11415,11335,11450,1100,548
20210721,FUT6,43500,43500,43435,43500,502,442
20210721,FUT7,43350,43420,43325,43310,1027,293
20210721,FUT8,505,635,380,510,955,288
20210721,FUT9,1415,1510,1310,1400,854,361
20210721,FUT10,29935,29975,29925,29960,1087,471
20210722,FUT1,160,205,100,125,698,605
20210722,FUT2,43475,43500,43380,43470,0,593
20210722,FUT3,43430,43450,43390,43375,1264,411
20210722,FUT4,23495,23505,23400,23485,963,413
20210722,FUT5,11370,11415,11365,11365,884,578
20210722,FUT6,43500,43500,43495,43500,859,559
20210722,FUT7,43330,43345,43325,43370,876,629
20210722,FUT8,450,449,410,515,917,501
20210722,FUT9,1310,1340,1310,1355,941,317
20210722,FUT10,30070,30095,30065,29985,1062,482
20210723,FUT1,190,250,155,190,765,507
20210723,FUT2,43500,43500,43500,43500,1335,517
20210723,FUT3,43465,43500,43400,43490,1068,813
20210723,FUT4,23560,23555,23495,23535,1243,489
20210723,FUT5,11325,11360,11310,11320,1146,510
20210723,FUT6,434500,434850,433800,434200,1265,425
20210723,FUT7,43445,43500,43435,43425,913,534
20210723,FUT8,525,570,505,530,1011,434
20210723,FUT9,1320,1420,1245,1355,900,392
20210723,FUT10,29855,29905,29855,29790,1019,467
20210726,FUT1,235,260,100,265,110800,535
20210726,FUT2,43400,43500,43305,43465,602,498
20210726,FUT3,43500,43500,43485,43500,1055,559
20210726,FUT4,23625,23660,23610,23635,910,477
20210726,FUT5,11325,11335,11305,11360,1305,715
20210726,FUT6,43500,43500,43500,43500,1060,360
20210726,FUT7,13940,13940,13940,13940,0,590
20210726,FUT8,625,705,595,640,778,506
20210726,FUT9,1335,1370,1335,1370,813,360
20210726,FUT10,29855,29890,29735,29960,1332,455
20210727,FUT1,300,340,155,345,1179,355
20210727,FUT2,43400,43415,43380,43430,93100,681
20210727,FUT3,43495,43500,43470,43455,1025,486
20210727,FUT4,23670,23685,23510,23645,813,441
20210727,FUT5,11330,11390,11315,11385,819,501
20210727,FUT6,43500,43500,43460,43490,802,508
20210727,FUT7,13995,14025,13990,14005,1091,515
20210727,FUT8,670,750,665,735,791,474
20210727,FUT9,1330,1350,1320,1370,1084,573
20210727,FUT10,29855,29995,29850,29745,1100,509
20210728,FUT1,305,335,230,290,1123,492
20210728,FUT2,43455,43465,43400,43465,1153,596
20210728,FUT3,43500,43500,43500,43500,976,487
20210728,FUT4,23670,23735,23640,23665,1151,613
20210728,FUT5,11380,11480,11340,11405,1178,515
20210728,FUT6,36770,36770,36770,36770,0,515
20210728,FUT7,13955,13980,13925,13970,910,377
20210728,FUT8,655,695,615,565,838,466
20210728,FUT9,1425,1460,1375,1400,1146,331
20210728,FUT10,29710,29770,29625,29670,1012,381
20210729,FUT1,360,430,340,230,683,469
20210729,FUT2,43495,43500,43385,43440,902,473
20210729,FUT3,43500,43500,43420,43500,661,596
20210729,FUT4,3,3,3,3,743,628
20210729,FUT5,11425,11480,11330,11410,73300,522
20210729,FUT6,36755,36860,36675,36770,1037,578
20210729,FUT7,13945,14000,13850,13945,880,581
20210729,FUT8,525,620,515,560,1254,620
20210729,FUT9,1340,1400,1325,1385,1187,306
20210729,FUT10,29705,29740,29585,29800,1014,395
20210730,FUT1,265,315,230,285,1129,450
20210730,FUT2,43430,43500,43425,43345,922,530
20210730,FUT3,43500,43500,43405,43500,1009,496
20210730,FUT4,100,100,100,100,777,686
20210730,FUT5,11395,11515,11330,11320,1085,466
20210730,FUT6,36745,36770,36640,36675,1039,364
20210730,FUT7,13865,13920,13735,13875,944,471
20210730,FUT8,490,580,355,490,943,552
20210730,FUT9,1425,1450,1375,1420,801,386
20210730,FUT10,29740,29755,29670,29755,996,505
20210802,FUT1,325,415,305,340,921,720
20210802,FUT2,43320,43330,43080,43240,856,619
20210802,FUT3,43500,43500,43500,43500,537,330
20210802,FUT4,100,110,100,100,849,565
20210802,FUT5,11360,11465,11240,11310,1054,611
20210802,FUT6,36625,36710,36560,36580,1172,513
20210802,FUT7,13805,13840,13715,13865,0,557
20210802,FUT8,640,720,610,640,900,567
20210802,FUT9,1435,1555,1444,1435,849,480
20210802,FUT10,29870,29905,29860,29900,944,530
20210803,FUT1,340,340,340,340,1016,552
20210803,FUT2,43275,43320,43215,43220,985,676
20210803,FUT3,43500,43500,43500,43500,873,417
20210803,FUT4,130,160,100,210,1258,626
20210803,FUT5,11310,11320,11295,11355,1365,529
20210803,FUT6,36640,36619,36640,36595,1248,517
20210803,FUT7,13875,13960,13715,13885,980,443
20210803,FUT8,555,630,490,555,912,453
20210803,FUT9,1430,1440,1420,1340,1062,536
20210803,FUT10,29910,30040,29895,29970,823,372
20210804,FUT1,290,295,220,255,821,563
20210804,FUT2,43170,43170,43025,43105,1011,335
20210804,FUT3,43440,43480,43435,43395,1103,341
20210804,FUT4,230,310,170,200,1224,307
20210804,FUT5,11375,11420,11370,11340,1026,541
20210804,FUT6,36600,36650,36570,36630,607,532
20210804,FUT7,13905,13990,13860,13940,834,604
20210804,FUT8,640,640,570,705,1127,507
20210804,FUT9,1335,1405,1335,1275,905,478
20210804,FUT10,29985,29995,29965,29985,1038,473
20210805,FUT1,225,285,125,190,1188,438
20210805,FUT2,43165,43225,43150,43215,1137,524
20210805,FUT3,43415,43435,43410,43380,97200,455
20210805,FUT4,265,320,115,300,885,610
20210805,FUT5,11270,11285,11175,11245,1232,589
20210805,FUT6,36590,36645,36565,36655,894,566
20210805,FUT7,13885,13910,13755,13940,982,600
20210805,FUT8,715,785,695,625,1116,643
20210805,FUT9,1255,1280,1220,1225,1019,310
20210805,FUT10,30035,30130,29950,30000,1275,580
20210806,FUT1,155,185,120,260,1298,498
20210806,FUT2,43145,43235,43090,43175,975,481
20210806,FUT3,43460,43495,43464,43460,745,495
20210806,FUT4,360,395,340,400,946,583
20210806,FUT5,112550,113700,112200,112200,1014,567
20210806,FUT6,22545,22545,22545,22545,0,437
20210806,FUT7,13940,13940,13940,13940,982,724
20210806,FUT8,550,700,505,615,1003,396
20210806,FUT9,1260,1335,1195,1285,1008,399
20210806,FUT10,30080,30130,29915,30100,1134,652
20210809,FUT1,280,310,260,285,1139,480
20210809,FUT2,43075,43105,42960,43030,1048,533
20210809,FUT3,43500,43500,43500,43415,1066,456
20210809,FUT4,425,505,360,475,603,442
20210809,FUT5,43500,43500,43500,43500,715,476
20210809,FUT6,22595,22720,22575,22580,836,573
20210809,FUT7,13885,14020,13795,13975,932,446
20210809,FUT8,670,720,595,580,1175,514
20210809,FUT9,1270,1269,1140,1215,1150,478
20210809,FUT10,30295,30335,30230,30330,1088,584
20210810,FUT1,250,250,230,235,989,553
20210810,FUT2,42975,42990,42860,43090,793,477
20210810,FUT3,43365,43395,43295,43300,886,410
20210810,FUT4,440,695,400,475,754,392
20210810,FUT5,43500,43500,43500,43500,1247,490
20210810,FUT6,22645,22665,22600,22700,0,526
20210810,FUT7,4,4,4,4,972,489
20210810,FUT8,620,613,565,585,905,524
20210810,FUT9,1275,1335,1255,1405,1088,546
20210810,FUT10,30290,30380,30205,30275,1079,588
20210811,FUT1,190,245,135,240,883,443
20210811,FUT2,43125,43135,43025,43070,886,474
20210811,FUT3,43370,43450,43240,43360,962,354
20210811,FUT4,490,500,395,335,472,545
20210811,FUT5,43500,43500,43480,43500,1083,487
20210811,FUT6,22770,22800,22710,22775,1265,466
20210811,FUT7,110,101,100,100,914,550
20210811,FUT8,570,570,520,565,892,518
20210811,FUT9,1380,1400,1375,1310,1353,397
20210811,FUT10,30280,30335,30265,30245,791,588
20210812,FUT1,200,285,155,230,985,475
20210812,FUT2,43130,43220,43130,43165,1161,577
20210812,FUT3,43365,43480,43220,43420,897,665
20210812,FUT4,390,475,335,330,1020,572
20210812,FUT5,43465,43500,43375,43500,979,376
20210812,FUT6,22695,22810,22595,22675,855,405
20210812,FUT7,100,100,118,100,837,466
20210812,FUT8,500,545,405,500,1120,476
20210812,FUT9,2,2,2,2,1129,451
20210812,FUT10,30315,30380,30280,30255,107500,498
20210813,FUT1,265,345,255,235,1271,647
20210813,FUT2,43200,43265,43145,43170,1119,659
20210813,FUT3,43305,43410,43210,43410,1106,305
20210813,FUT4,380,415,215,415,995,331
20210813,FUT5,43465,43500,43420,43440,986,591
20210813,FUT6,22745,22835,22655,22605,1031,523
20210813,FUT7,100,100,100,100,771,281
20210813,FUT8,545,565,540,580,951,302
20210813,FUT9,100,100,100,100,931,217
20210813,FUT10,30300,30325,30270,30260,1562,530
20210816,FUT1,265,275,185,250,1137,503
20210816,FUT2,41155,41155,41155,41155,0,368
20210816,FUT3,43400,43500,43350,43380,1344,460
20210816,FUT4,490,600,480,415,1074,548
20210816,FUT5,43405,43425,43385,43370,1140,530
20210816,FUT6,22485,22530,22425,22475,740,564
20210816,FUT7,150,200,100,100,573,505
20210816,FUT8,610,695,490,675,835,282
20210816,FUT9,115,130,100,210,499,502
20210816,FUT10,1,1,1,1,1327,215
20210817,FUT1,270,335,200,190,958,438
20210817,FUT2,41185,41200,41170,41155,797,634
20210817,FUT3,43450,43450,43420,43365,726,493
20210817,FUT4,430,555,385,500,853,278
20210817,FUT5,3,3,3,3,938,487
20210817,FUT6,22410,22435,22390,22345,951,440
20210817,FUT7,100,100,100,100,1223,633
20210817,FUT8,715,805,610,770,1043,356
20210817,FUT9,255,355,160,225,1033,478
20210817,FUT10,100,100,100,100,107800,466
20210818,FUT1,120,140,100,210,837,459
20210818,FUT2,41045,41125,40990,41005,795,523
20210818,FUT3,12430,12430,12430,12430,0,410
20210818,FUT4,515,540,355,500,1254,418
20210818,FUT5,100,100,100,100,954,448
20210818,FUT6,25250,25250,25250,25250,0,528
20210818,FUT7,100,180,100,100,1016,655
20210818,FUT8,795,860,745,825,828,417
20210818,FUT9,315,380,290,225,951,449
